NUM;NAME;RAJD;DECJD;P0;DM;
# Generated 2015-09-02 using ATNF Pulsar Catalogue web form
# Used "Short csv without errors" output
# Conditions "DM > 0 && P0 > 0"
# Return fields Name, RaJD, DecJD, P0, DM
# Removed second line (units) from resulting output
# Changed "#" in first line to "NUM"
446;J1126-6942;171.590292;-69.704250;0.579416;55.33;
447;J1128-6219;172.194583;-62.319167;0.515984;675.00;
448;J1129-53;172.337500;-53.516667;1.062880;77.00;
449;J1130-5826;172.568042;-58.433972;0.162323;261.10;
450;J1130-5925;172.543500;-59.426139;0.680984;264.40;
451;J1130-6807;172.632971;-68.124589;0.256353;148.73;
452;J1132-46;173.137500;-46.918333;0.325400;120.00;
453;J1132-5627;173.065583;-56.458028;0.175166;305.70;
454;B1131-62;173.464375;-62.847389;1.022875;567.80;
455;B1133+16;174.013532;15.851244;1.187913;4.85;
456;B1133-55;174.009042;-55.418972;0.364706;85.50;
457;J1137-6700;174.383704;-67.009169;0.556216;228.04;
458;J1138-6207;174.590083;-62.133139;0.117564;519.80;
459;J1141-3107;175.356787;-31.131278;0.538432;30.77;
460;J1141-3322;175.428173;-33.377059;0.291468;46.45;
461;J1141-6545;175.279225;-65.755309;0.393899;116.08;
462;J1142+0119;175.500000;1.316667;0.005070;19.20;
463;J1142-6230;175.718750;-62.501083;0.558383;343.80;
464;J1143-5158;175.812771;-51.977747;0.675646;159.03;
465;J1143-5536;175.790792;-55.601250;0.685358;185.00;
466;J1144-6146;176.145000;-61.780278;0.987783;78.70;
467;J1144-6217;176.008792;-62.291750;0.850665;284.70;
468;B1143-60;176.532250;-60.516500;0.273372;111.68;
469;J1147-66;176.750000;-66.000000;0.003720;133.80;
470;J1148-5725;177.118875;-57.420167;3.559937;174.00;
471;J1148-6415;177.157500;-64.259167;3.241029;241.00;
472;J1151-6108;177.986917;-61.138222;0.101633;216.00;
473;J1152-5800;178.041667;-58.009444;1.789829;191.00;
474;J1152-6012;178.224167;-60.205833;0.376570;74.00;
475;J1153-21;178.250000;-21.300000;2.343480;34.80;
476;J1154-6250;178.583750;-62.834083;0.282012;74.00;
477;J1156-5707;179.031042;-57.117194;0.288409;243.50;
478;J1156-5909;179.089583;-59.153417;1.037931;219.20;
479;J1157-5112;179.284025;-51.215594;0.043589;39.67;
480;B1154-62;179.313500;-62.414131;0.400522;325.20;
481;J1159-6409;179.840417;-64.165833;0.667486;178.00;
482;J1159-7910;179.898792;-79.168222;0.525074;59.24;
483;J1201-6306;180.345875;-63.116528;0.592136;683.00;
484;B1159-58;180.618346;-58.342611;0.452801;145.41;
485;J1204-6843;181.153000;-68.721442;0.308861;133.93;
486;J1207-5050;181.840875;-50.841750;0.004840;50.60;
487;J1210-5559;182.524950;-55.984422;0.279767;174.35;
488;J1210-6550;182.675000;-65.834611;4.237010;37.00;
489;J1211-6324;182.850750;-63.412556;0.433084;333.80;
490;J1214-5830;183.535083;-58.507194;0.909823;141.10;
491;J1215-5328;183.752583;-53.475444;0.636414;163.00;
492;J1216-50;184.083333;-50.450278;6.355000;110.00;
493;J1216-6223;184.174542;-62.399389;0.374047;786.60;
494;J1216-6410;184.030582;-64.169229;0.003539;47.40;
495;J1220-6318;185.074417;-63.312917;0.789212;347.00;
496;J1222-5738;185.717917;-57.638889;1.081164;74.00;
497;J1224-6208;186.184375;-62.144750;0.585761;454.20;
498;B1221-63;186.092438;-64.131642;0.216476;97.47;
499;J1225-5556;186.432613;-55.945317;1.018453;125.83;
500;J1225-6035;186.369292;-60.593778;0.626324;176.10;
501;B1222-63;186.428333;-64.145278;0.419618;415.10;
502;J1226-32;186.708333;-32.450000;6.192997;37.00;
503;J1227-4853;186.994683;-48.895206;0.001686;43.42;
504;J1227-6208;186.751839;-62.145497;0.034528;363.00;
505;J1227-63;186.800000;-63.150000;0.444578;359.00;
506;J1231-1411;187.797138;-14.195453;0.003684;8.09;
507;J1231-4609;187.940667;-46.162556;0.877239;76.00;
508;J1231-6303;187.804167;-63.055000;1.351236;301.00;
509;J1232-4742;188.079583;-47.714139;1.872994;26.00;
510;J1232-6501;188.074333;-65.017592;0.088282;239.40;
511;J1233-6312;188.381250;-63.208056;0.564759;414.00;
512;J1233-6344;188.416250;-63.748611;0.756892;495.00;
513;B1232-55;188.829167;-55.266667;0.638234;100.00;
514;J1235-6354;188.990500;-63.908444;0.256778;439.90;
515;J1236-5033;189.246458;-50.560083;0.294760;105.02;
516;J1237-6725;189.357917;-67.426083;2.110974;176.50;
517;J1238+21;189.596569;21.869743;1.118591;17.50;
518;B1237+25;189.918589;24.897025;1.382449;9.24;
519;B1236-68;189.995833;-68.541028;1.301908;94.30;
520;B1237-41;190.073375;-41.414361;0.512242;44.10;
521;J1243-5735;190.897417;-57.595222;0.471225;270.60;
522;B1240-64;190.821492;-64.389958;0.388481;297.25;
523;J1244-5053;191.047833;-50.889056;0.275207;109.95;
524;J1244-6359;191.198721;-63.996500;0.147274;286.00;
525;J1244-6531;191.159583;-65.520000;1.546819;388.00;
526;J1245-6238;191.338000;-62.648861;2.283093;336.20;
527;J1246+22;191.658333;22.883333;0.473830;17.90;
528;J1248-6344;192.193167;-63.736000;0.198335;433.30;
529;J1248-6444;192.136958;-64.733333;1.234893;236.40;
530;J1249-6507;192.476333;-65.122167;0.434445;215.00;
531;J1251-7407;192.970583;-74.120844;0.327058;89.81;
532;J1252-6314;193.177583;-63.242417;0.823339;278.40;
533;J1253-5820;193.368092;-58.344692;0.255496;100.58;
534;J1254-6150;193.635333;-61.847444;0.184502;95.00;
535;J1255-6131;193.978583;-61.519472;0.657974;206.50;
536;J1255-62;193.825000;-62.800000;0.182912;713.00;
537;B1254-10;194.269873;-10.451602;0.617308;29.63;
538;B1256-67;194.844583;-67.694444;0.663329;94.70;
539;B1257+12;195.014903;12.682353;0.006219;10.17;
540;J1301+0833;195.409417;8.565972;0.001840;13.20;
541;J1301-6305;195.440667;-63.092750;0.184528;374.00;
542;J1301-6310;195.367917;-63.177917;0.663830;86.10;
543;J1302-32;195.500000;-32.000000;0.003770;26.20;
544;J1302-63;195.516667;-63.748056;0.325724;875.00;
545;J1302-6313;195.580000;-63.224722;0.967846;500.00;
546;B1259-63;195.698511;-63.835740;0.047763;146.72;
547;J1303-6305;195.750083;-63.083556;2.306642;343.00;
548;J1305-6203;196.337083;-62.056000;0.427762;470.00;
549;J1305-6256;196.366667;-62.944167;0.478231;967.00;
550;B1302-64;196.348750;-64.923972;0.571647;505.00;
551;J1305-66;196.400000;-66.650000;0.197276;316.10;
552;J1306-6242;196.685833;-62.700833;0.981902;480.00;
553;B1303-66;196.659125;-66.289389;0.473026;436.90;
554;J1307-6318;196.977917;-63.309722;4.962427;374.00;
555;J1307-67;196.920833;-67.057500;3.651200;44.00;
556;J1308-4650;197.185787;-46.841583;1.058833;66.00;
557;J1308-5844;197.087833;-58.737167;0.464700;205.60;
558;J1309-6415;197.319167;-64.266389;0.619454;574.00;
559;J1309-6526;197.251208;-65.437944;0.398292;340.00;
560;B1309-12;197.969375;-12.467117;0.447518;36.21;
561;J1311-3430;197.940517;-34.508431;0.002560;37.84;
562;J1312+0051;198.000000;0.850000;0.004230;15.30;
563;B1310+18;198.229167;18.166667;0.033163;24.00;
564;B1309-53;198.019167;-54.045000;0.728154;133.00;
565;B1309-55;198.224292;-55.279750;0.849236;134.10;
566;J1312-6400;198.029833;-64.015444;2.437432;93.00;
567;J1313+0931;198.345833;9.532222;0.848933;12.00;
568;J1314-6101;198.597500;-61.021111;2.948390;309.00;
569;J1316-6232;199.192917;-62.536722;0.342825;983.30;
570;J1317-5759;199.442875;-57.991806;2.642199;145.30;
571;J1317-6302;199.436208;-63.047833;0.261271;678.10;
572;B1316-60;199.834542;-60.946297;0.284351;400.94;
573;J1319-6105;199.859667;-61.090611;0.421118;442.20;
574;J1320-3512;200.052833;-35.207222;0.458488;16.42;
575;B1317-53;200.224675;-53.985106;0.279729;97.60;
576;J1320+67;200.000000;67.500000;1.028620;28.00;
577;J1321-5922;200.414833;-59.381139;1.279058;383.00;
578;B1322+83;200.442417;83.394144;0.670037;13.31;
579;J1322-62;200.725000;-62.850000;1.044851;733.60;
580;J1322-6241;200.633958;-62.698194;0.506058;618.80;
581;J1322-6329;200.575000;-63.493611;2.764209;659.00;
582;J1324-6146;201.182917;-61.766667;0.844109;828.00;
583;J1324-6302;201.056875;-63.039194;2.483804;497.00;
584;B1323-58;201.742792;-58.991417;0.477991;287.30;
585;B1323-63;201.635833;-64.145556;0.792670;502.70;
586;B1322-66;201.513333;-67.014167;0.543009;209.60;
587;J1327-0755;201.989950;-7.924944;0.002678;27.91;
588;B1323-62;201.822500;-62.379056;0.529913;318.80;
589;B1323-627;201.781125;-63.020942;0.196479;294.91;
590;J1327-6400;201.792792;-64.003639;0.280678;680.90;
591;B1325-43;202.026800;-43.962256;0.532699;42.00;
592;B1325-49;202.139917;-49.359278;1.478721;118.00;
593;J1329-6158;202.263750;-61.983056;1.565218;514.00;
594;J1331-5245;202.750042;-52.757056;0.648117;148.40;
595;J1332-03;203.000000;-3.433333;1.106400;27.10;
596;J1332-3032;203.218686;-30.538137;0.650434;15.10;
597;J1333-4449;203.436787;-44.823950;0.345603;44.30;
598;J1334-5839;203.625455;-58.654596;0.107718;119.30;
599;J1335-3642;203.900000;-36.700000;0.399192;41.70;
600;J1337-6306;204.334792;-63.106472;0.207953;777.70;
601;J1337-6423;204.382846;-64.384699;0.009423;259.20;
602;B1334-61;204.538958;-62.071861;1.238990;640.30;
603;J1339-4712;204.985786;-47.201533;0.137055;39.90;
604;J1339-6618;204.985833;-66.302167;0.558179;241.00;
605;B1336-64;205.001333;-64.945250;0.378622;76.99;
606;J1341-6023;205.280708;-60.392972;0.627285;364.60;
607;B1338-62;205.427625;-62.339083;0.193340;717.30;
608;J1342+2822A;205.545833;28.375556;0.002545;26.50;
609;J1342+2822B;205.546196;28.377817;0.002389;26.15;
610;J1342+2822C;205.545833;28.375556;0.002166;26.50;
611;J1342+2822D;205.542500;28.376667;0.005443;26.36;
612;J1344-6059;206.165000;-60.991944;0.540102;435.00;
613;J1345-6115;206.435125;-61.258500;1.253085;278.10;
614;J1346-4918;206.593125;-49.302000;0.299625;74.42;
615;J1347-5947;206.830750;-59.794389;0.609962;293.40;
616;J1348-6307;207.176667;-63.117778;0.927772;597.00;
617;J1349-6130;207.402708;-61.504750;0.259363;284.60;
618;J1349-63;207.325000;-63.933333;0.373034;478.00;
619;J1350-5115;207.567158;-51.256881;0.295699;90.39;
620;J1352-6803;208.143542;-68.060306;0.628903;214.60;
621;J1354-6249;208.645833;-62.825000;2.951938;254.00;
622;B1352-51;208.994500;-51.898278;0.644301;112.10;
623;J1355-5747;208.903958;-57.787500;2.038674;229.00;
624;J1355-5925;208.996292;-59.416917;1.213381;354.80;
625;J1355-6206;208.838917;-62.105583;0.276603;547.00;
626;J1356-5521;209.210658;-55.353600;0.507380;174.17;
627;B1353-62;209.354167;-62.466667;0.455761;416.80;
628;J1357-6429;209.260125;-64.491722;0.166108;128.50;
629;J1358-2533;209.675000;-25.550000;0.912971;31.27;
630;B1356-60;209.992583;-60.635556;0.127501;293.71;
631;J1400-1438;210.126417;-14.637333;0.003084;4.93;
632;J1400-6325;210.190375;-63.428500;0.031182;563.00;
633;B1358-63;210.468667;-63.962650;0.842790;98.00;
634;B1359-51;210.737500;-51.400000;1.380177;39.00;
635;J1403-6310;210.808333;-63.174167;0.399170;305.00;
636;J1403-7646;210.767083;-76.782639;1.306198;100.60;
637;J1404+12;211.166667;12.050000;2.650270;25.00;
638;J1405-4656;211.339273;-46.933975;0.007602;13.88;
639;J1405-5641;211.301708;-56.690056;0.617575;273.00;
640;J1406-5806;211.505000;-58.108889;0.288349;229.00;
641;J1406-6121;211.708500;-61.357750;0.213075;542.30;
642;J1407-6048;211.994333;-60.816333;0.492344;575.20;
643;J1407-6153;211.985417;-61.899722;0.701615;645.00;
644;J1409-6953;212.320417;-69.892889;0.528591;163.00;
645;J1410-6132;212.600000;-61.533333;0.050052;960.00;
646;J1410-7404;212.530708;-74.081478;0.278729;54.24;
647;J1412-6111;213.248417;-61.191806;0.529156;311.80;
648;J1412-6145;213.032042;-61.758000;0.315225;514.70;
649;J1413-6141;213.291125;-61.686944;0.285625;677.00;
650;J1413-6222;213.272792;-62.374389;0.292408;808.10;
651;B1409-62;213.380483;-63.126514;0.394946;121.98;
652;J1414-6802;213.607083;-68.049444;4.630188;153.50;
653;J1415-6621;213.880292;-66.353389;0.392479;260.17;
654;J1416-5033;214.185833;-50.554722;0.794883;58.50;
655;J1416-6037;214.127458;-60.633194;0.295580;289.20;
656;J1418-3921;214.709513;-39.355142;1.096806;60.49;
657;J1418-5945;214.634583;-59.750000;1.672596;369.00;
658;B1417-54;215.121250;-54.273056;0.935772;129.60;
659;J1420-5625;215.012758;-56.431944;0.034117;64.56;
660;J1420-6048;215.034321;-60.804564;0.068180;358.80;
661;J1423-6953;215.861625;-69.895228;0.333411;123.98;
662;J1424-5556;216.053167;-55.937194;0.770375;198.70;
663;J1424-56;216.095833;-56.679722;1.427000;32.90;
664;J1424-5822;216.133792;-58.382222;0.366734;323.90;
665;J1424-6438;216.246667;-64.636111;1.023504;248.00;
666;J1425-5723;216.402333;-57.391889;0.353263;43.40;
667;J1425-5759;216.496292;-57.986167;0.707868;325.00;
668;J1425-6210;216.282083;-62.168028;0.501730;430.10;
669;J1427-4158;216.961542;-41.982306;0.586486;71.00;
670;B1424-55;217.109571;-55.513944;0.570290;82.40;
671;J1429-5935;217.357917;-59.599694;0.763915;456.70;
672;B1426-66;217.670300;-66.384733;0.785441;65.30;
673;J1431-4715;217.935907;-47.257659;0.002012;59.35;
674;J1431-5740;217.764564;-57.669908;0.004111;131.46;
675;J1432-5032;218.217792;-50.538139;2.034989;113.00;
676;J1433-6038;218.304917;-60.642972;1.954430;409.00;
677;J1434-6006;218.522083;-60.108056;0.306368;332.00;
678;J1434-6029;218.662917;-60.496944;0.963348;282.00;
679;J1434+7257;218.498904;72.957364;0.041741;12.61;
680;J1435-5954;218.751500;-59.913667;0.472995;44.26;
681;J1435-6100;218.834485;-61.016099;0.009348;113.70;
682;J1437-5959;219.257958;-59.983722;0.061696;549.60;
683;J1437-6146;219.313792;-61.767222;0.467616;200.50;
684;J1439-5501;219.915592;-55.023228;0.028635;14.56;
685;J1439+76;219.750000;76.916667;0.947903;22.29;
686;B1436-63;220.130446;-63.746556;0.459605;124.20;
687;J1441-6137;220.434583;-61.623333;1.175840;166.00;
688;J1443-5122;220.862375;-51.373889;0.732061;87.00;
689;J1444-5941;221.193750;-59.688611;2.760228;177.10;
690;J1444-6026;221.025083;-60.435944;4.758576;367.70;
691;J1446-4701;221.648808;-47.024102;0.002195;55.83;
692;J1449-5846;222.355958;-58.777889;0.463330;216.60;
693;J1452-5851;223.219083;-58.853694;0.386625;262.40;
694;J1452-6036;223.216242;-60.608708;0.154991;349.70;
695;J1453+1902;223.440490;19.036729;0.005792;14.05;
696;B1449-64;223.386404;-64.220997;0.179485;71.07;
697;J1454-5846;223.545450;-58.776317;0.045249;115.95;
698;J1455-3330;223.949843;-33.512878;0.007987;13.57;
699;J1455-59;223.775000;-59.383333;0.176191;498.00;
700;B1451-68;224.000658;-68.727569;0.263377;8.60;
701;B1454-51;224.417458;-51.381389;1.748301;37.00;
702;J1457-5900;224.412500;-59.014167;1.498637;175.00;
703;J1457-5902;224.382917;-59.034444;0.390739;477.20;
704;J1501-0046;225.437316;-0.773200;0.464037;22.26;
705;J1501-5637;225.462500;-56.630000;0.782949;258.00;
706;J1502-5653;225.739121;-56.894225;0.535504;194.00;
707;J1502-5828;225.682500;-58.478333;0.668105;584.00;
708;J1502-6128;225.624333;-61.480639;0.842104;256.50;
709;J1502-6752;225.577562;-67.871322;0.026744;151.20;
710;J1503+2111;225.977500;21.185917;3.314002;11.75;
711;J1504-5621;226.204750;-56.358889;0.412985;143.00;
712;B1503-51;226.664583;-51.969444;0.840739;61.00;
713;B1504-43;226.892417;-43.867556;0.286757;48.70;
714;B1503-66;226.952750;-66.682528;0.355655;129.80;
715;B1508+55;227.356791;55.525665;0.739682;19.61;
716;J1509-5850;227.363042;-58.848917;0.088922;140.60;
717;J1509-6015;227.281250;-60.255167;0.339038;423.60;
718;B1507-44;227.703750;-44.368611;0.943871;84.00;
719;J1511-5414;227.963783;-54.244528;0.200384;84.76;
720;J1511-5835;227.779167;-58.591111;0.301511;332.00;
721;J1512-5431;228.023750;-54.521944;2.040532;219.00;
722;B1508-57;228.179275;-57.999944;0.128694;628.70;
723;J1513-5739;228.495792;-57.650389;0.973458;469.70;
724;B1509-58;228.481750;-59.135833;0.151251;252.50;
725;J1513-5946;228.436583;-59.775528;1.046117;171.70;
726;B1510-48;228.560667;-48.572083;0.454839;51.50;
727;J1514-4946;228.520833;-49.750000;0.003590;31.50;
728;J1514-5925;228.746250;-59.428694;0.148796;194.10;
729;J1515-5720;228.788750;-57.346944;0.286646;482.00;
730;J1517-4356;229.363917;-43.938306;0.650837;87.78;
731;J1517-4636;229.372400;-46.600167;0.886612;127.00;
732;B1516+02A;229.638823;2.090986;0.005554;30.08;
733;B1516+02B;229.631075;2.087631;0.007947;29.47;
734;J1518+0204C;229.636620;2.079949;0.002484;29.31;
735;J1518+0204D;229.641667;2.082778;0.002988;29.30;
736;J1518+0204E;229.641667;2.082778;0.003182;29.30;
737;J1518-0627;229.746293;-6.452139;0.794997;27.96;
738;J1518+4904;229.569996;49.076181;0.040935;11.61;
739;J1518-5415;229.556250;-54.262500;0.214925;167.20;
740;J1519-5734;229.948292;-57.570444;0.518758;664.00;
741;J1519-6106;229.899208;-61.115167;2.154307;221.00;
742;J1519-6308;229.789833;-63.138750;1.254052;250.00;
743;J1522-5525;230.527917;-55.421528;1.389605;79.00;
744;B1518-58;230.676125;-58.484083;0.395353;199.90;
745;J1524-5625;231.207750;-56.423167;0.078219;152.70;
746;J1524-5706;231.089292;-57.109722;1.116049;833.00;
747;J1524-5819;231.102708;-58.320583;0.961043;406.60;
748;J1525-5417;231.368125;-54.288889;1.011694;235.00;
749;J1525-5523;231.400267;-55.390889;0.355156;124.70;
750;J1525-5545;231.367225;-55.763845;0.011360;126.93;
751;J1525-5605;231.422708;-56.086944;0.280349;338.00;
752;J1526-5633;231.671667;-56.561944;0.301888;329.00;
753;B1524-39;231.995542;-39.526389;2.417582;49.00;
754;B1523-55;231.920417;-55.868611;1.048705;362.70;
755;J1528-3146;232.145643;-31.768566;0.060822;18.16;
756;J1528-4109;232.033471;-41.158000;0.526556;89.50;
757;J1528-5547;232.163250;-55.789722;3.467302;269.00;
758;J1529-3828;232.312944;-38.479403;0.008486;73.62;
759;J1529-5355;232.490000;-53.926667;0.891265;292.00;
760;J1529-5611;232.399167;-56.191389;0.822249;149.00;
761;J1530-5327;232.611958;-53.465639;0.278957;49.60;
762;J1530-63;232.716667;-63.725833;0.910300;200.00;
763;J1531-4012;232.783542;-40.208583;0.356849;106.65;
764;J1531-5610;232.866292;-56.181944;0.084202;110.90;
765;B1530+27;233.043185;27.763721;1.124836;14.70;
766;J1532-5308;233.147917;-53.135000;0.443825;181.00;
767;J1532-56;233.075000;-56.533333;0.522977;282.00;
768;J1534-4428;233.716667;-44.469278;1.221426;137.30;
769;J1534-46;233.533333;-46.233333;0.364835;64.40;
770;B1530-53;233.534875;-53.572028;1.368881;24.82;
771;B1530-539;233.639958;-54.094361;0.289689;190.82;
772;J1535-4114;233.821125;-41.234194;0.432866;66.28;
773;J1535-4415;233.983000;-44.252333;0.468402;110.70;
774;J1535-5450;233.992750;-54.840556;0.566734;219.80;
775;J1535-5848;233.819833;-58.807694;0.307178;107.00;
776;J1536-3602;234.072425;-36.049667;1.319759;96.00;
777;J1536-4948;234.000000;-49.800000;0.003080;38.00;
778;J1536-5433;234.020083;-54.554167;0.881438;147.50;
779;J1536-5907;234.073833;-59.117667;0.557841;316.00;
780;B1534+12;234.291507;11.932065;0.037904;11.62;
781;J1537-4912;234.367500;-49.200833;0.301311;69.70;
782;J1537-5153;234.315542;-51.885000;1.528124;93.00;
783;J1537-5645;234.462500;-56.751111;0.430464;707.00;
784;J1538+2345;234.525208;23.751111;3.449385;14.91;
785;J1538-5438;234.703958;-54.638056;0.276726;136.90;
786;J1538-5519;234.670125;-55.329444;0.395731;611.00;
787;J1538-5551;234.687625;-55.860250;0.104675;603.00;
788;J1538-5621;234.680375;-56.365417;1.908494;150.00;
789;J1538-5638;234.523750;-56.636667;0.843980;546.00;
790;J1538-5732;234.575750;-57.541472;0.341213;152.70;
791;J1538-5750;234.535042;-57.838083;0.506568;91.00;
792;J1539-4828;234.920167;-48.482500;1.272842;117.00;
793;J1539-5521;234.783208;-55.353111;1.004958;380.00;
794;B1535-56;234.808167;-56.440389;0.243392;175.88;
795;J1539-6322;234.852917;-63.381444;1.630846;163.50;
796;J1540-5736;235.245917;-57.615833;0.612916;304.50;
797;J1541-5535;235.456667;-55.583611;0.295838;428.00;
798;J1542-5034;235.689463;-50.567056;0.599245;91.00;
799;J1542-5133;235.583042;-51.559722;1.783865;186.00;
800;J1542-5303;235.727125;-53.061389;1.207568;265.70;
801;B1540-06;235.875658;-6.345903;0.709064;18.40;
802;B1541+09;235.911771;9.487872;0.748448;35.24;
803;J1543-5013;235.992708;-50.232778;0.644255;211.00;
804;J1543-5149;235.933958;-51.831857;0.002057;50.93;
805;J1543-5459;235.984375;-54.987139;0.377119;345.70;
806;J1544+4937;236.018697;49.632015;0.002159;23.23;
807;B1541-52;236.249350;-53.146250;0.178554;35.16;
808;J1545-4550;236.483108;-45.843758;0.003575;68.39;
809;J1546-3747A;236.514333;-37.786139;0.002606;92.17;
810;J1546-5302;236.530833;-53.039722;0.580840;287.00;
811;J1546-59;236.500000;-59.000000;0.007800;168.30;
812;J1547-0944;236.941908;-9.735500;1.576925;37.42;
813;J1547-5750;236.877500;-57.841500;0.647198;148.00;
814;J1547-5839;236.895792;-58.652722;0.242190;222.30;
815;J1548-4821;237.096917;-48.363806;0.145655;126.00;
816;J1548-4927;237.081125;-49.461222;0.602738;141.20;
817;J1548-5607;237.183458;-56.126083;0.170934;315.50;
818;J1549+2113;237.420588;21.224139;1.262471;24.80;
819;J1549-4848;237.338142;-48.810400;0.288347;55.98;
820;J1549-57;237.270833;-57.360278;0.737500;17.70;
821;J1549-5722;237.449583;-57.367222;0.497772;102.00;
822;J1550-5242;237.512292;-52.701944;0.749659;337.70;
823;J1550-5317;237.520000;-53.289167;1.421124;600.00;
824;J1550-5418;237.725516;-54.306698;2.069833;830.00;
825;J1551-0658;237.780063;-6.968472;0.007090;21.60;
826;J1551-4424;237.950083;-44.411667;0.674060;66.50;
827;J1551-5310;237.921875;-53.183222;0.453394;493.00;
828;J1552-4937;238.055295;-49.630484;0.006284;114.19;
829;J1552-62;238.158333;-62.241944;0.198800;120.00;
830;B1550-54;238.498333;-54.935000;1.081328;210.00;
831;J1554-5209;238.613125;-52.160639;0.125230;130.80;
832;J1554-5512;238.668750;-55.209167;3.418039;450.00;
833;J1555-0515;238.917071;-5.265944;0.975410;23.46;
834;B1552-23;238.888268;-23.686075;0.532578;51.90;
835;B1552-31;238.824800;-31.572250;0.518110;73.05;
836;J1556-5358;239.214583;-53.981944;0.994681;436.00;
837;J1557-4258;239.251075;-42.970183;0.329187;144.50;
838;J1558-5419;239.672708;-54.323889;0.594575;657.00;
839;J1558-5756;239.627208;-57.940583;1.122342;127.80;
840;B1556-44;239.923026;-44.646084;0.257056;56.10;
841;B1555-55;239.838750;-55.761111;0.957242;212.90;
842;J1600-3053;240.216266;-30.897039;0.003598;52.33;
843;B1557-50;240.220962;-50.739156;0.192601;260.56;
844;B1556-57;240.083042;-57.854083;0.194454;176.55;
845;J1600-5916;240.145833;-59.283056;1.247666;177.00;
846;J1601-50;240.350000;-50.383333;0.860777;59.00;
847;J1601-5244;240.363750;-52.735833;2.559357;273.00;
848;J1601-5335;240.478792;-53.595333;0.288457;194.60;
849;J1602-4957;240.575833;-49.958889;0.819990;319.00;
850;B1558-50;240.578333;-51.000556;0.864227;170.93;
851;J1603-2531;240.770389;-25.529819;0.283070;53.76;
852;B1600-27;240.783597;-27.224337;0.778313;46.20;
853;J1603-3539;240.973737;-35.665861;0.141909;77.50;
854;J1603-5657;240.881083;-56.962275;0.496077;264.07;
855;J1603-7202;240.898666;-72.042416;0.014842;38.05;
856;J1604-4718;241.122542;-47.313306;0.527466;52.00;
857;B1600-49;241.095829;-49.166206;0.327418;140.80;
858;J1604-7203;241.121571;-72.058461;0.341403;54.37;
859;J1605-5215;241.329167;-52.263333;1.013609;532.00;
860;B1601-52;241.317917;-52.959444;0.658013;35.10;
861;B1604-00;241.800431;-0.544675;0.421816;10.68;
862;J1607-5140;241.955417;-51.671111;0.342723;533.00;
863;J1607-6449;241.952962;-64.828633;0.298116;89.39;
864;J1609-1930;242.272292;-19.502222;1.557917;37.00;
865;J1609-4616;242.421375;-46.272917;0.249609;150.10;
866;J1609-5158;242.361250;-51.971667;1.279402;1069.00;
867;B1607-13;242.678228;-13.372864;1.018393;49.13;
868;J1610-5006;242.684583;-50.111722;0.481119;416.00;
869;J1610-5303;242.553417;-53.063611;0.786468;380.10;
870;J1611-01;242.750000;-1.466667;1.296870;27.21;
871;J1611-4811;242.761250;-48.194167;1.296850;221.00;
872;J1611-4949;242.944292;-49.832556;0.666438;556.80;
873;B1607-52;242.763333;-52.156556;0.182492;127.57;
874;J1611-5847;242.963804;-58.795092;0.354550;79.90;
875;J1612+2008;243.097633;20.138425;0.426646;19.54;
876;J1612-2408;243.108583;-24.134444;0.923834;49.00;
877;J1612-49;243.225000;-49.450000;0.192687;439.00;
878;J1612-5136;243.002500;-51.615000;0.483311;1173.00;
879;J1612-55;243.025000;-55.150000;0.846907;312.00;
880;J1612-5805;243.115900;-58.091444;0.615520;171.30;
881;B1609-47;243.370958;-47.240500;0.382376;161.20;
882;J1613-5211;243.426917;-52.189167;0.457502;360.10;
883;J1613-5234;243.489542;-52.571389;0.655221;624.00;
884;B1612+07;243.670444;7.625283;1.206801;21.39;
885;J1614-2230;243.652109;-22.508639;0.003151;34.49;
886;J1614-23;243.500000;-23.250000;0.033500;52.00;
887;J1614-38;243.679167;-38.770833;0.464100;110.00;
888;J1614-3937;243.630112;-39.624667;0.407292;152.44;
889;B1610-50;243.547042;-50.800972;0.231694;582.80;
890;J1614-5144;243.690417;-51.746944;1.534008;748.00;
891;J1614-5402;243.709917;-54.046389;0.572592;300.00;
892;B1612-29;243.970146;-29.671042;2.477568;44.79;
893;J1615-5444;243.754962;-54.742333;0.360958;312.60;
894;B1611-55;243.918458;-55.616806;0.791526;124.48;
895;J1616-5017;244.124542;-50.287472;0.491384;194.00;
896;J1616-5109;244.128750;-51.154722;1.219594;1160.00;
897;J1616-5208;244.097500;-52.146667;1.025831;488.00;
898;J1617-4216;244.347417;-42.283056;3.428466;163.60;
899;J1617-4608;244.396271;-46.143472;0.567080;321.50;
900;J1617-5055;244.372083;-50.920333;0.069357;467.00;
901;J1618-39;244.625000;-39.316667;0.011987;117.50;
902;J1618-4723;244.528333;-47.388639;0.203553;134.70;
903;J1619-42;244.775000;-42.033333;1.023152;172.00;
904;J1620-5414;245.060167;-54.247694;1.156360;71.00;
905;J1621-5039;245.269625;-50.663500;1.084020;261.00;
906;J1621-5243;245.482500;-52.728889;0.371924;363.00;
907;J1622-3751;245.519083;-37.853861;0.731463;153.80;
908;J1622-4332;245.689450;-43.541167;0.916938;230.68;
909;J1622-4347;245.625250;-43.789278;0.457681;177.00;
910;J1622-4802;245.696625;-48.036972;0.265072;364.30;
911;J1622-4845;245.522708;-48.774722;0.735092;292.00;
